"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"6895","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","5","93","Found 'DD'-anomaly for variable 'codedFileName' (lines '93'-'97').","Controversial Rules","DataflowAnomalyAnalysis"
"6896","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","5","94","Found 'DD'-anomaly for variable 'fOut' (lines '94'-'116').","Controversial Rules","DataflowAnomalyAnalysis"
"6897","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","99","Local variable 'browse' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6898","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","107","Local variable 'newtitle' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6899","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","5","113","Found 'DD'-anomaly for variable 'workbook' (lines '113'-'115').","Controversial Rules","DataflowAnomalyAnalysis"
"6900","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","114","Local variable 'jpPersons' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6901","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","119","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"6902","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","123","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"6903","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","134","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"6904","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","141","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6905","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","148","Avoid variables with short names like j","Naming Rules","ShortVariable"
"6906","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","148","Local variable 'j' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6907","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","5","153","Found 'DD'-anomaly for variable 'isSuccess' (lines '153'-'158').","Controversial Rules","DataflowAnomalyAnalysis"
"6908","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","165","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"6909","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","167","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"6910","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","181","Avoid variables with short names like j","Naming Rules","ShortVariable"
"6911","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","223","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"6912","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","238","Avoid variables with short names like cq","Naming Rules","ShortVariable"
"6913","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","2","250","Avoid reassigning parameters such as 'jpPerson'","Design Rules","AvoidReassigningParameters"
"6914","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","251","Avoid variables with short names like j","Naming Rules","ShortVariable"
"6915","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","3","271","Avoid variables with short names like j","Naming Rules","ShortVariable"
"6916","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/JpPersonController.java","2","291","Avoid reassigning parameters such as 'jpPerson'","Design Rules","AvoidReassigningParameters"
"6917","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","4","2","Avoid unused imports such as 'java.util.List'","Type Resolution Rules","UnusedImports"
"6918","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","4","2","Avoid unused imports such as 'java.util.List'","Type Resolution Rules","UnusedImports"
"6919","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","4","22","Avoid unused imports such as 'org.jeecgframework.web.system.pojo.base.TSDepart'","Type Resolution Rules","UnusedImports"
"6920","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","4","22","Avoid unused imports such as 'org.jeecgframework.web.system.pojo.base.TSDepart'","Type Resolution Rules","UnusedImports"
"6921","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","44","Avoid unused private fields such as 'logger'.","Unused Code Rules","UnusedPrivateField"
"6922","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","1","44","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"6923","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","47","Avoid excessively long variable names like optimisticLockingService","Naming Rules","LongVariable"
"6924","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","47","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"6925","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","49","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"6926","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","56","Parameter 'message' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6927","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","67","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6928","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","81","Parameter 'dataGrid' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6929","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","81","Parameter 'optimisticLocking' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6930","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","81","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6931","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","82","Avoid variables with short names like cq","Naming Rules","ShortVariable"
"6932","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","82","Local variable 'cq' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6933","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","2","96","Avoid reassigning parameters such as 'optimisticLocking'","Design Rules","AvoidReassigningParameters"
"6934","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","97","Avoid variables with short names like j","Naming Rules","ShortVariable"
"6935","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","97","Local variable 'j' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6936","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","117","Avoid variables with short names like j","Naming Rules","ShortVariable"
"6937","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","117","Local variable 'j' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6938","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","121","Avoid variables with short names like t","Naming Rules","ShortVariable"
"6939","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","121","Local variable 't' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6940","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","1","127","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"6941","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","3","133","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"6942","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/OptimisticLockingController.java","2","150","Avoid reassigning parameters such as 'optimisticLocking'","Design Rules","AvoidReassigningParameters"
"6943","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","1","A high number of imports can indicate a high degree of coupling within an object.","Coupling Rules","ExcessiveImports"
"6944","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","45","The class 'ReportDemoController' has a Cyclomatic Complexity of 5 (Highest = 12).","Code Size Rules","CyclomaticComplexity"
"6945","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","49","Avoid unused private fields such as 'logger'.","Unused Code Rules","UnusedPrivateField"
"6946","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","1","49","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"6947","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","50","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"6948","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","53","Parameter 'systemService' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6949","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","59","Parameter 'dataGrid' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6950","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","59","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6951","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","59","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6952","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","60","Local variable 'maplist' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6953","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","61","Found 'DU'-anomaly for variable 'countSutent' (lines '61'-'81').","Controversial Rules","DataflowAnomalyAnalysis"
"6954","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","61","Local variable 'countSutent' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6955","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","63","Local variable 'personcount' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6956","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","64","Found 'DD'-anomaly for variable 'percentage' (lines '64'-'66').","Controversial Rules","DataflowAnomalyAnalysis"
"6957","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","66","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"6958","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","71","Found 'DD'-anomaly for variable 'count' (lines '71'-'73').","Controversial Rules","DataflowAnomalyAnalysis"
"6959","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","71","Found 'DD'-anomaly for variable 'count' (lines '71'-'75').","Controversial Rules","DataflowAnomalyAnalysis"
"6960","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","89","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"6961","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","102","Local variable 'list' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6962","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","103","Avoid variables with short names like hc","Naming Rules","ShortVariable"
"6963","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","103","Found 'DD'-anomaly for variable 'hc' (lines '103'-'109').","Controversial Rules","DataflowAnomalyAnalysis"
"6964","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","104","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"6965","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","104","Local variable 'sb' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"6966","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","104","StringBuffer constructor is initialized with size 16, but has at least 68 characters appended.","String and StringBuffer Rules","InsufficientStringBufferDeclaration"
"6967","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","107","Found 'DU'-anomaly for variable 'count' (lines '107'-'131').","Controversial Rules","DataflowAnomalyAnalysis"
"6968","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","108","Avoid variables with short names like lt","Naming Rules","ShortVariable"
"6969","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","113","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"6970","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","115","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"6971","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","119","Found 'DD'-anomaly for variable 'groupCount' (lines '119'-'119').","Controversial Rules","DataflowAnomalyAnalysis"
"6972","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","119","Found 'DU'-anomaly for variable 'groupCount' (lines '119'-'131').","Controversial Rules","DataflowAnomalyAnalysis"
"6973","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","120","Found 'DD'-anomaly for variable 'percentage' (lines '120'-'122').","Controversial Rules","DataflowAnomalyAnalysis"
"6974","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","122","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"6975","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","140","The method 'export' has a Cyclomatic Complexity of 12.","Code Size Rules","CyclomaticComplexity"
"6976","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","146","Found 'DD'-anomaly for variable 'filename' (lines '146'-'148').","Controversial Rules","DataflowAnomalyAnalysis"
"6977","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","148","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"6978","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","148","Prefer StringBuffer over += for concatenating strings","Optimization Rules","UseStringBufferForStringAppends"
"6979","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","151","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"6980","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","153","Found 'DD'-anomaly for variable 'ext' (lines '153'-'156').","Controversial Rules","DataflowAnomalyAnalysis"
"6981","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","153","Found 'DD'-anomaly for variable 'ext' (lines '153'-'159').","Controversial Rules","DataflowAnomalyAnalysis"
"6982","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","153","Found 'DD'-anomaly for variable 'ext' (lines '153'-'162').","Controversial Rules","DataflowAnomalyAnalysis"
"6983","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","153","Found 'DD'-anomaly for variable 'ext' (lines '153'-'165').","Controversial Rules","DataflowAnomalyAnalysis"
"6984","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","154","Avoid variables with short names like t","Naming Rules","ShortVariable"
"6985","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","154","Found 'DD'-anomaly for variable 't' (lines '154'-'157').","Controversial Rules","DataflowAnomalyAnalysis"
"6986","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","154","Found 'DD'-anomaly for variable 't' (lines '154'-'160').","Controversial Rules","DataflowAnomalyAnalysis"
"6987","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","5","154","Found 'DD'-anomaly for variable 't' (lines '154'-'163').","Controversial Rules","DataflowAnomalyAnalysis"
"6988","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","155","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"6989","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","158","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"6990","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","161","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"6991","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","164","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"6992","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","164","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"6993","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","170","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"6994","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","180","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"6995","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","182","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"6996","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/ReportDemoController.java","3","189","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"6997","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","1","A high number of imports can indicate a high degree of coupling within an object.","Coupling Rules","ExcessiveImports"
"6998","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","4","5","Avoid unused imports such as 'javax.imageio.stream.FileCacheImageInputStream'","Type Resolution Rules","UnusedImports"
"6999","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","4","5","Avoid unused imports such as 'javax.imageio.stream.FileCacheImageInputStream'","Type Resolution Rules","UnusedImports"
"7000","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","4","12","Avoid unused imports such as 'org.jeecgframework.web.system.pojo.base.TSDocument'","Type Resolution Rules","UnusedImports"
"7001","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","4","12","Avoid unused imports such as 'org.jeecgframework.web.system.pojo.base.TSDocument'","Type Resolution Rules","UnusedImports"
"7002","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","4","15","Avoid unused imports such as 'org.apache.commons.io.FileUtils'","Type Resolution Rules","UnusedImports"
"7003","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","4","15","Avoid unused imports such as 'org.apache.commons.io.FileUtils'","Type Resolution Rules","UnusedImports"
"7004","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","4","33","Avoid unused imports such as 'org.springframework.web.multipart.MultipartRequest'","Type Resolution Rules","UnusedImports"
"7005","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","4","33","Avoid unused imports such as 'org.springframework.web.multipart.MultipartRequest'","Type Resolution Rules","UnusedImports"
"7006","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","51","Avoid unused private fields such as 'logger'.","Unused Code Rules","UnusedPrivateField"
"7007","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","1","51","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"7008","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","54","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"7009","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","56","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"7010","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","63","Parameter 'message' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7011","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","74","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7012","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","88","Parameter 'dataGrid' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7013","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","88","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7014","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","88","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"7015","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","89","Avoid variables with short names like cq","Naming Rules","ShortVariable"
"7016","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","89","Local variable 'cq' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7017","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","2","106","Avoid reassigning parameters such as 'financeFile'","Design Rules","AvoidReassigningParameters"
"7018","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","2","106","Avoid reassigning parameters such as 'financeFile'","Design Rules","AvoidReassigningParameters"
"7019","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","107","Avoid variables with short names like j","Naming Rules","ShortVariable"
"7020","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","107","Local variable 'j' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7021","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","108","Local variable 'attributes' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7022","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","109","Local variable 'fileKey' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7023","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","111","Local variable 'financeId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"7024","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","2","141","Avoid reassigning parameters such as 'tFinance'","Design Rules","AvoidReassigningParameters"
"7025","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","142","Avoid variables with short names like j","Naming Rules","ShortVariable"
"7026","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","161","Avoid variables with short names like j","Naming Rules","ShortVariable"
"7027","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","164","Avoid variables with short names like t","Naming Rules","ShortVariable"
"7028","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","170","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"7029","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","3","195","Do not add empty strings","Optimization Rules","AddEmptyString"
"7030","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/TFinanceController.java","2","210","Avoid reassigning parameters such as 'tFinance'","Design Rules","AvoidReassigningParameters"
"7031","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","4","4","Avoid unused imports such as 'org.jeecgframework.web.system.pojo.base'","Type Resolution Rules","UnusedImports"
"7032","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","1","32","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"7033","org.jeecgframework.web.demo.controller.test","src/org/jeecgframework/web/demo/controller/test/UserNoPageController.java","3","34","Avoid unused private fields such as 'userService'.","Unused Code Rules","UnusedPrivateField"
